二级分类,报告期,总资产(亿元),货币资产(亿元),净资产(亿元),总债务(亿元),带息债务(亿元),净债务(亿元),经营活动现金流(亿元),投资活动现金流(亿元),筹资活动现金流(亿元),主营业务收入(亿元),主营业务利润(亿元),净利润(亿元),主营业务利润率(%),主营业务收入增长率(%),总资产报酬率(%),净资产回报率(%),流动比率,速动比率,存货周转率,资产负债率,短期债务/总债务,带息债务/总投入资本,货币资金/短期债务,货币资金/总债务,获息倍数,old短期债务/总债务,new短期债务/总债务,old资产负债率,new资产负债率,old存货周转率,new存货周转率,old流动比率,new流动比率,old总资产报酬率(%),new总资产报酬率(%),old主营业务收入增长率(%),new主营业务收入增长率(%),old主营业务利润率(%),new主营业务利润率(%)
专业技术服务,2006/12/31,25.82170972,3.715945637,9.256375528,10.83363437,3.507119208,-0.208826429,1.741624962,-1.186941203,0.27821634,21.57796217,0.786571351,0.888232508,3.6453,,4.8542,6.1834,1.9118,1.2007,3.56,41.9555,68.6239,27.4777,0.570463415,0.343000835,5.4182,1,1,1,1,1,1,1,1,1,1,1,1,1,1
专业技术服务,2007/12/31,19.14737986,4.055743417,8.508695923,7.348907253,2.446219421,-1.609523996,1.654521215,-0.603403325,0.003324429,17.98187049,1.414586114,1.212076694,12.17375,31.0358,10.00795,11.84195,2.0171,1.58605,6.9575,39.75245,69.85705,20.9613,1.062625007,0.614204129,45.33505,2,2,2,2,2,2,2,2,2,2,2,2,2,2
专业技术服务,2008/12/31,14.1847338,3.353237389,7.012372592,4.684234247,1.488100935,-1.865136454,1.970781157,-1.076017792,-0.306959663,14.41377888,1.551048927,1.434123027,23.86313333,23.24435,15.82923333,22.18916667,1.683666667,1.320233333,6.0863,37.9354,78.08793333,23.30073333,0.930546841,0.624593805,13.7159,3,3,3,3,3,3,3,3,3,3,3,3,3,3
专业技术服务,2009/12/31,13.68783334,2.613118528,6.610017783,5.362648524,1.859196439,-0.753922089,0.161905047,-1.475410542,1.529971701,9.868142334,0.927540881,0.884517918,19.27328,0.317766667,10.71428,15.7495,1.29942,0.93868,3.723133333,47.84506,76.93306,21.75384,0.59614377,0.384930838,7.4877,5,5,5,5,5,5,5,5,5,5,5,5,5,5
专业技术服务,2010/12/31,22.00467648,4.718724568,9.724837805,9.768966034,4.270199838,-0.44852473,1.371723369,-2.415107311,2.546594923,16.31904629,1.273996028,1.204466155,14.623125,31.858725,9.864475,14.528625,2.005075,1.5123,4.175833333,46.860375,73.267575,27.813275,1.02196858,0.446612634,5.789566667,5,5,5,5,5,5,5,5,5,5,5,4,4,4
专业技术服务,2011/12/31,26.23695916,5.712379596,12.32173481,10.62726859,5.863348752,0.150969156,1.757066938,-4.115388515,4.021042685,22.19806155,3.062720344,2.87404362,21.546,45.98753333,15.283025,17.822225,2.52065,2.07735,5.268566667,38.2151,64.069275,29.972175,1.473650674,0.596572244,15.8431,6,6,6,5,5,5,5,4,4,4,4,4,4,4
专业技术服务,2012/12/31,18.49810145,3.790892628,9.61178229,8.203650395,5.984134459,2.19324183,1.734361203,-3.766619733,1.881969051,8.098446232,1.949989583,1.745950933,27.0942,22.5563,14.315425,19.475725,1.7051,1.4272,4.97515,45.373975,55.912875,36.993575,1.013736478,0.376680841,12.5267,6,6,6,4,4,4,4,4,4,4,4,4,4,4
专业技术服务,2013/12/31,30.20933072,6.799245597,14.30730602,11.60260914,7.303826111,0.504580515,2.203314046,-2.496907338,0.417948552,18.48434046,2.050582941,2.080768322,14.455875,9.29745,11.324075,15.055875,1.917325,1.543025,5.151133333,43.216675,57.959725,36.7942,1.095079354,0.455050464,7.765466667,6,6,6,6,6,4,4,4,4,4,4,4,4,4
专业技术服务,2014/12/31,24.48171647,4.013306708,13.26165979,9.914929862,6.358955457,2.345648748,2.783587187,-3.234539957,0.611835714,14.42688007,2.779059427,2.517686875,20.28013333,20.07816667,14.8459,19.54493333,1.651433333,1.386966667,5.56135,45.00073333,52.59446667,36.42876667,0.817289803,0.299526305,9.220066667,6,6,6,6,6,4,4,4,4,3,3,3,3,3
专业技术服务,2015/12/31,43.41733366,7.681700164,21.09814403,16.52601581,6.036533587,-1.645166578,1.678539727,-0.842453992,-0.332541368,21.99925865,2.127061956,1.866088771,12.54984,9.93326,8.54774,10.37274,2.02498,1.59596,4.341525,42.45436,64.09634,29.12234,1.035171107,0.441423675,9.410225,6,6,6,6,6,5,5,5,5,5,5,5,5,5
专业技术服务,2016/12/31,56.08564703,10.50808445,28.04262878,25.9457714,11.09320261,0.58511816,5.976708091,-5.195805168,3.043755224,26.42711972,4.34818566,3.711708175,13.7079,31.19723333,8.665933333,11.6262,1.616133333,1.1629,4.0333,49.70263333,75.74006667,31.2014,0.648146587,0.431042499,14.22753333,6,6,6,6,6,5,5,3,3,3,3,3,3,3
专业技术服务,2017/12/31,29.0761459,4.434809405,11.75027003,17.32587587,6.488518559,2.053709153,3.455703385,-1.183512389,-1.406320626,7.634442454,1.022235759,0.890671314,21.44766667,3.059566667,8.2414,11.09606667,0.743933333,0.5684,114.8046,47.1403,90.90783333,26.4343,0.348970964,0.294373559,16.45136667,4,4,4,4,4,4,4,4,4,4,4,3,3,3
个人电子,2003/12/31,99.14541828,10.74962654,40.23626408,51.35843355,32.48546723,21.73584069,-0.289857159,-2.410013939,3.655684819,112.5824344,3.869217292,3.743680487,4.02935,12.86186667,4.6787,10.9138,1.58715,1.091425,4.8607,58.012175,92.910075,52.10065,0.476030773,0.260446986,13.216825,4,4,4,4,4,4,4,4,4,4,4,4,4,4
个人电子,2004/12/31,109.5642643,22.72128056,20.08614383,75.52496632,35.20818437,12.48690381,-5.039914347,-0.803915559,18.22893411,141.8924318,0.070117577,0.108993825,-2.129133333,36.0845,3.2625,7.855266667,1.326833333,1.015066667,6.586233333,69.823,88.2467,63.48533333,0.364032701,0.274961535,5.422833333,4,4,4,3,3,3,3,3,3,3,3,3,3,3
个人电子,2005/12/31,154.9006647,24.0050238,49.66280995,95.0010826,49.49480383,25.48978003,-1.774770511,-4.311261294,0.756087315,225.3411007,-4.213727091,-4.519200403,2.1852,27.7155,4.6779,11.2983,1.5019,1.0398,5.542733333,59.2384,99.16723333,49.10906667,0.42681863,0.311488988,6.072866667,4,4,4,4,4,4,4,4,4,4,4,3,3,3
个人电子,2006/12/31,120.1496538,15.25903073,38.51983685,57.75948501,36.47103439,21.21200366,3.649825198,-2.291500117,6.085349106,123.757392,-1.032374234,-1.585608605,3.903866667,22.24765,3.389466667,-7.637666667,1.485733333,0.931566667,3.010533333,46.1921,99.06966667,44.61546667,0.337900627,0.192150114,2.544266667,6,5,5,4,4,3,3,3,3,3,3,3,3,3
个人电子,2007/12/31,66.22680299,6.553771559,16.94971735,36.78341486,19.85230141,13.29852985,-1.804324472,-3.351048383,4.660620924,65.34150132,1.573786691,1.59078956,9.8564375,42.423525,11.5238625,20.1433,1.3413375,0.89525,3.921725,54.207625,97.90785,36.9156875,0.429594973,0.283098479,23.94004286,10,8,8,8,8,8,8,8,8,8,8,8,8,8
个人电子,2008/12/31,177.3662838,35.7583827,34.88746531,111.1578217,64.91756679,29.15918409,16.14954617,-10.02718002,2.489348911,198.225494,2.539430029,2.364804594,2.84742,15.92954,5.16696,8.76908,1.16264,0.86586,5.29944,62.38474,94.66344,60.48408,0.433184326,0.277380619,3.89656,10,9,9,8,8,8,8,7,7,7,7,6,6,5
个人电子,2009/12/31,143.9542749,32.04542354,26.06858627,95.55689222,51.46939576,19.42397222,-4.649766689,-4.285631893,17.04694892,142.7084554,2.890837908,2.983003173,6.18025,10.4152625,9.73905,33.336825,1.369975,0.9575375,4.6531375,60.358575,87.9168875,52.5466125,0.570093788,0.403285817,255.02805,11,11,11,10,10,10,10,8,8,8,8,8,8,8
个人电子,2010/12/31,201.5995545,64.6448661,38.16116933,132.7675925,81.15811505,16.51324894,-0.698711436,-10.85432701,32.48432777,183.0788462,1.000429568,2.491603972,3.936075,21.3009625,5.8836625,7.36455,2.4903625,1.9555125,4.8802625,52.0237875,85.7273625,46.9563625,1.45345111,1.211447999,8.585283333,11,11,11,11,11,11,11,10,10,9,9,9,9,8
个人电子,2011/12/31,327.5820327,81.34987817,56.29033313,225.2202457,137.6189346,56.26905638,-2.338743628,-32.96470622,30.54550621,290.4920651,3.550104453,4.992063463,3.330233333,28.30126667,4.225183333,6.567983333,1.718616667,1.354316667,5.306883333,53.7688,85.99726667,49.17471667,0.896444418,0.581323308,7.28535,11,10,10,10,10,10,10,8,8,7,7,6,6,6
个人电子,2012/12/31,238.5805839,49.4849726,42.24743297,164.6461656,94.37797457,44.89300197,7.04303232,-9.081535824,1.32996563,210.6987252,0.840675462,3.287132203,5.067977778,16.40643333,5.1446,7.665422222,2.130088889,1.719044444,4.820588889,47.87138889,89.69924444,39.43447778,1.137028868,0.922740221,3.29752,11,11,11,11,11,10,10,10,10,10,10,9,9,9
个人电子,2013/12/31,313.0720558,63.11260053,51.72050551,219.8163318,132.0285924,68.91599183,11.80037004,-18.0111804,13.81807006,279.5264787,3.090694619,6.433243509,1.0474125,23.97975,4.0113625,5.77095,1.472875,1.12635,4.5335375,61.6544125,79.36995,57.455525,0.567891667,0.312491888,3.180233333,12,12,12,12,12,12,12,11,11,10,10,10,10,8
个人电子,2014/12/31,359.4393294,68.1281776,56.00011718,252.2447893,139.8579795,71.72980193,12.19027074,-22.30778961,17.89073664,355.7762637,3.046760273,7.550913712,0.4383,8.175566667,3.246214286,4.323757143,1.295314286,1.011457143,5.355071429,64.87047143,82.02957143,62.93265714,0.400977681,0.21240155,3.527016667,14,13,13,11,11,10,10,9,9,8,8,8,8,7
个人电子,2015/12/31,384.951213,53.100584,66.603978,261.8284266,134.0511352,80.95055116,19.62573205,-41.77007106,12.30524945,379.8145668,-1.664143949,-0.404620858,1.068357143,-2.806157143,2.484,-7.837885714,1.2177,0.932414286,5.252385714,61.8334,87.862,59.80117143,0.367643312,0.230367678,-0.530914286,14,13,13,13,13,13,13,11,11,10,10,8,8,7
个人电子,2016/12/31,341.7648331,46.00307836,44.60953111,234.7688105,136.0017903,89.99871196,16.72431558,-21.94746197,6.022967785,350.9184012,6.046034232,6.418397991,1.62444,30.36954,2.93712,9.27766,1.16436,0.7681,4.57688,63.22328,90.84846,63.06388,0.293797673,0.174938154,5.72154,13,11,11,11,11,10,10,9,9,7,7,6,6,5
个人电子,2017/12/31,470.3876723,76.01311393,151.0623677,319.3253045,181.0723087,105.0591948,12.28411514,-26.44079842,25.78527398,404.6706243,9.792341027,7.833122517,3.0910125,17.51915,3.4228625,1.490975,1.2795125,0.9442375,4.710225,61.8103,83.66915,59.57235,0.43156869,0.288338123,5.70205,12,12,12,12,12,11,11,11,11,9,9,8,8,8
互联网,2003/12/31,8.986900771,2.259564112,4.768105738,3.81667261,3.379645881,1.120081769,0.165840049,-0.69619207,1.211034872,4.46995606,0.419923791,0.414110405,9.4167,19.8076,5.6076,8.7536,1.58395,1.37725,4.60855,44.72095,91.05785,36.7007,0.513663854,0.393900484,19.65215,2,2,2,2,2,2,2,2,2,2,2,2,2,2
互联网,2004/12/31,10.34453897,1.955373782,5.154555511,4.793284481,4.002375594,2.047001812,0.171871392,-0.380756264,-0.092771051,6.462830022,0.372133075,0.387236885,8.32395,38.828,8.4846,13.51655,1.58895,1.2803,3.98165,48.95575,88.41365,36.2488,0.502759098,0.317790158,10.4748,2,2,2,2,2,2,2,2,2,2,2,2,2,2
互联网,2005/12/31,12.25003113,0.991566233,5.069643607,6.786450708,5.34163053,4.350064297,0.789291026,-0.490523007,-0.318076686,5.592354417,0.244529953,0.301301743,9.3133,41.68335,12.6572,21.78155,1.67235,1.43035,3.4766,52.15025,89.98255,34.03325,0.509617563,0.277052532,25.5318,2,2,2,2,2,2,2,2,2,2,2,2,2,2
互联网,2006/12/31,12.64716984,0.812093418,4.843903253,7.454812532,5.768123936,4.956030518,-0.182499891,-0.163806522,0.196956989,4.270209239,-0.639911485,-0.582610697,-5.7258,5.6371,8.4015,10.2039,1.7578,1.51005,3.1621,51.9374,88.9762,33.57435,0.39802397,0.26339298,56.6788,2,2,2,2,2,2,2,2,2,2,2,2,2,2
互联网,2007/12/31,9.637886455,1.012741108,2.681255781,6.725478479,3.139039793,2.126298685,0.040660371,-0.157850696,0.593023613,1.908884235,-1.374901324,-1.269961797,-76.49496667,-10.186,7.662033333,-13.53953333,2.218833333,2.0317,10.48716667,40.76393333,95.8685,31.23166667,0.688293817,0.579858959,55.7185,3,3,3,3,3,3,3,3,3,3,3,3,3,3
互联网,2008/12/31,2.717903598,0.537311969,1.642242558,1.075211712,0,-0.537311969,0.597423076,-0.157099694,0.528,0.483070932,-0.442336673,0.231769487,-81.01573333,16.2705,16.4606,19.737,6.837933333,6.8118,17.41455,24.7948,100,0,2.658078296,2.604547846,1.3419,4,3,3,3,3,3,3,3,3,3,3,3,3,3
互联网,2009/12/31,1.256771321,0.282614646,0.958406208,0.298365113,0.15,-0.132614646,0.338275635,-0.444775251,0.335435897,0.90416875,0.262561345,0.269588518,27.53273333,189.93115,31.45846667,36.9221,2.5601,2.4431,173.1103,25.65763333,98.44833333,8.301166667,1.064549857,1.038138235,107.74065,4,3,3,3,3,3,3,3,3,3,3,3,3,3
互联网,2010/12/31,4.15657554,2.16154671,3.607759922,0.548815618,0.285103791,-1.876442919,0.32458557,-0.907819858,2.497233,1.279162416,0.341089382,0.365887348,21.698,69.76925,18.40993333,26.52783333,4.028766667,3.734833333,12.76976667,33.72006667,99.26523333,14.79473333,2.76813365,2.74833715,67.40596667,5,4,4,4,4,3,3,3,3,3,3,3,3,3
互联网,2011/12/31,17.57361276,2.360658325,10.08350189,6.949400151,2.828901552,0.468243228,-0.063280505,-3.069519144,1.011500928,7.504223974,1.329883133,1.483863154,20.41506667,50.27643333,12.21293333,18.65293333,1.441166667,1.0773,21.40543333,47.98866667,95.27743333,15.64,0.285888583,0.243801398,78.82556667,7,6,6,6,6,6,6,5,5,3,3,3,3,3
互联网,2012/12/31,14.07487778,3.686920249,7.748567823,5.768125163,2.559310842,-1.127609407,-0.109479375,-0.442446592,0.833963539,6.090029364,0.850116313,1.024772977,15.6803,30.24535,18.4482,26.68125,2.508725,2.26755,2.256666667,42.17785,95.132075,17.715875,1.196525895,1.139139402,12.1876,7,6,6,6,6,5,5,4,4,4,4,4,4,4
互联网,2013/12/31,33.94239732,5.763891775,11.57678012,20.92953222,11.35897518,5.595083409,-3.663345044,-3.176862909,7.385809476,21.61485002,1.640413045,1.751369597,9.4651,28.23982,11.5072,21.39436,1.79622,1.43606,9.7802,59.2876,77.87666,48.657,0.609935647,0.384034178,8.88424,7,7,7,7,7,7,7,7,7,6,6,6,6,5
互联网,2014/12/31,46.15414174,5.325327867,15.46445991,30.19551061,12.82873241,7.503404544,-1.180520893,-5.495545235,5.691982418,39.55934138,1.610918137,1.929783107,9.88005,71.068575,9.920875,20.44625,1.681075,1.422725,8.04725,55.5305,82.136425,40.34565,0.674648756,0.513948655,6.43645,7,7,7,7,7,7,7,7,7,5,5,5,5,4
互联网,2015/12/31,85.37899197,13.14641647,39.84236682,45.31477895,20.15418253,7.007766057,3.528882996,-12.14064618,13.41388198,46.92654444,2.742979132,3.209824711,16.2541,49.10451667,8.25665,13.58678333,1.501266667,1.372733333,8.127475,44.46285,78.32883333,29.59201667,0.598038999,0.436944671,5.641925,7,7,7,7,7,7,7,6,6,6,6,6,6,6
互联网,2016/12/31,122.7291194,17.15478454,60.75559433,60.89799537,27.73406571,10.57928118,1.126633499,-29.27707294,28.28836401,61.0234583,2.731945386,2.976388472,16.50412,54.01172,6.763,10.0918,1.97734,1.88358,8.018366667,39.02792,64.26654,26.80468,0.980726688,0.515081577,11.46178,7,7,7,7,7,7,7,7,7,6,6,5,5,5
互联网,2017/12/31,93.58482901,13.74367931,52.21792831,41.3669007,23.27415852,9.530479211,-0.019973475,-2.157730658,2.126009296,78.59360705,5.589464861,5.091298411,15.8765,42.17345,6.953933333,8.769433333,2.459116667,2.355766667,24.58275,34.83685,74.30591667,22.45183333,1.169208015,0.738410863,9.72122,7,7,7,7,7,7,7,7,7,6,6,6,6,6
交通运输,2003/12/31,372.0368036,34.64470709,181.6499048,178.2930951,119.0409912,84.39628407,11.32208084,-17.44833416,7.627984264,84.38929569,15.02484398,3.384538688,17.79830233,23.22807027,6.703830556,6.101827778,1.154193023,0.998967442,19.09073333,47.31023488,60.19332791,43.47763488,0.653329842,0.358895039,49.06096667,61,61,61,61,61,54,54,49,49,49,49,47,47,43
交通运输,2004/12/31,431.8102891,39.48592059,201.3274993,212.3437037,146.1084118,106.621375,16.25976956,-22.2579865,11.32763863,127.8300831,20.01904666,7.880314678,18.93318367,35.86348696,7.005532609,10.07336087,1.177002,1.037216,22.06771579,51.748646,56.036654,49.29176,0.689535242,0.322536225,17.35058,73,73,73,73,73,63,63,59,59,56,56,51,51,50
交通运输,2005/12/31,447.8240218,32.36832497,195.1328422,232.3830724,154.6233329,122.2552789,17.15376647,-30.99686096,12.27118442,145.6191503,18.80522798,7.120595816,17.10819123,21.49783137,6.641503774,5.776681132,0.878974576,0.727327119,24.67836136,55.50396271,56.20371356,52.77984915,0.438934704,0.214095357,23.73672453,85,85,85,85,85,74,74,70,70,67,67,60,60,59
交通运输,2006/12/31,542.3430131,38.97407894,216.5215706,302.783022,201.1431425,162.1690636,18.6001101,-25.52273623,10.13229664,173.0829829,18.03296722,6.512353133,14.28540172,22.29582549,5.513775472,5.843290385,0.760549153,0.635755932,20.32087885,59.59276271,56.42205085,53.0282322,0.332598516,0.169538047,8.823017544,96,96,96,96,96,83,83,76,76,72,72,64,64,59
交通运输,2007/12/31,516.0466894,37.2461287,198.3873008,297.0381617,143.6686108,106.4224821,21.91272112,-31.72203591,17.86404258,162.3273721,18.7029664,8.013288304,11.419375,25.18575,5.181698529,6.93481791,0.849258571,0.714278571,22.54615692,61.01715429,55.88633429,53.09815143,0.362150187,0.185002282,7.842717187,118,118,118,118,118,104,104,95,95,88,88,81,81,70
交通运输,2008/12/31,499.2871798,36.52117792,202.0934259,277.7494494,135.8940779,99.37289995,16.24310578,-33.74220847,18.58808052,145.8299284,12.37334046,3.865458833,9.053495181,14.44326721,5.213797468,5.654297468,0.978067857,0.833592857,26.95403418,58.66657381,52.51355238,50.5293,0.442389908,0.215787163,5.540794872,159,159,159,159,159,138,138,126,126,112,112,102,102,84
交通运输,2009/12/31,564.9465065,37.38096346,191.5704939,354.3326276,186.7894445,149.408481,16.38517663,-42.44891942,32.96230702,125.3080052,9.135334677,4.441504516,7.671666964,10.30004615,4.269122936,5.795174528,1.029752679,0.877765179,19.33324571,61.32000982,46.98971071,55.06903125,0.485919891,0.203556189,7.120359048,196,196,196,194,194,166,166,153,153,140,140,128,128,112
交通运输,2010/12/31,673.7488233,46.20590485,219.8497616,431.4876233,216.8315527,170.6256475,20.99104554,-50.08138915,32.99242203,162.823008,15.75654978,10.03568293,11.33855082,32.54711607,5.020973554,9.106025,1.079947541,0.918463934,22.823,61.50493607,45.63587213,54.23514754,0.486907961,0.202188262,11.76778609,217,217,217,210,210,181,181,161,161,150,150,138,138,122
交通运输,2011/12/31,763.0688878,54.09405481,247.2606163,489.7709429,234.5018426,180.407788,22.01655389,-52.33009043,34.51294726,170.9266797,12.82772508,7.597269267,8.424583846,16.31688609,4.058186923,8.496645385,1.067257692,0.876203846,22.75173548,60.66352154,49.52009462,51.31385154,0.453574071,0.186520561,7.384359649,246,246,246,240,240,205,205,180,180,163,163,145,145,130
交通运输,2012/12/31,795.0724422,52.67226381,246.6495742,521.0646057,251.1001855,198.4279217,15.0703986,-45.69279033,34.14281403,174.8437906,7.386506071,3.969326484,4.420301351,10.27443939,3.33752449,3.780017007,1.265872483,0.959177181,14.80885468,60.6614255,47.4234604,51.69992886,0.475276911,0.174944471,6.557130827,278,278,278,274,274,235,235,207,207,194,194,181,181,149
交通运输,2013/12/31,855.4891401,51.96714649,262.6169209,565.4427481,274.9130926,222.9459461,15.47169038,-48.96501222,32.52931491,162.9106996,7.251283591,4.466186735,4.867091195,14.67018552,3.28357,3.742764375,1.28718875,0.95149375,12.75542905,59.67412188,47.9014525,51.14824812,0.420025263,0.15759444,26.42961769,295,295,295,289,289,248,248,221,221,205,205,188,188,160
交通运输,2014/12/31,1023.584833,64.25051325,306.1743773,682.3513256,339.1067133,274.8562,21.30014679,-54.71581212,40.54953856,181.3837462,6.089112546,5.25019181,3.033630065,10.61089933,3.112522581,3.574957419,1.283356129,0.907505806,11.2766669,60.45288129,46.87922968,52.54287935,0.404693574,0.161998214,1.211439007,300,300,300,299,299,252,252,222,222,207,207,184,184,155
交通运输,2015/12/31,1138.617295,75.66634614,338.981341,752.557093,362.9182159,287.2518697,28.81363764,-53.86593699,32.05900543,200.8797841,8.323236156,7.413567798,2.555475333,5.670838255,2.981262745,3.54563268,1.533824183,1.087229412,8.895549306,59.66876928,43.19283595,51.45212157,0.517945917,0.192906812,17.80002878,292,286,286,286,286,241,241,217,217,206,206,190,190,153
交通运输,2016/12/31,1291.758027,78.52650375,405.7275938,839.1605126,383.8427411,305.3162373,30.5256435,-59.34171478,34.49537285,194.666412,10.20944484,9.162571636,2.551631081,8.634289865,2.761500667,3.388108,1.692692,1.159894,8.468259441,59.76007333,40.26811733,50.820212,0.543033786,0.181064839,23.6104029,278,274,274,270,270,231,231,210,210,202,202,177,177,150
交通运输,2017/12/31,1510.74112,78.00846244,520.891045,989.8500749,465.0209851,387.0125227,25.29144098,-59.88958526,35.44010713,219.6785845,15.72973716,9.909518098,10.98752248,12.65947829,2.779624031,3.165857364,1.609944186,1.139603876,8.288552,60.34156977,38.31568837,52.99240078,0.519094491,0.169059838,15.29999833,254,252,252,249,249,210,210,188,188,180,180,156,156,129
人工智能,2006/12/31,2.450357306,0.810459564,0.515488005,1.934869301,0.627581,-0.182878564,0.005593135,-0.010413052,0.3676884,4.124031388,0.145006744,0.167293069,3.5161,,7.7471,32.4533,1.195,0.7801,4.2612,78.9627,99.4832,54.9032,0.421046542,0.418870444,9.2818,1,1,1,1,1,1,1,1,1,1,1,1,1,1
人工智能,2007/12/31,2.631307656,0.818361149,0.918404164,1.712903492,0.2,-0.618361149,0.469797028,-0.0027909,-0.488094912,5.287225899,0.359261666,0.402916159,6.7949,28.2053,19.0888,56.1989,1.4685,0.8251,4.4634,65.097,99.533,17.8826,0.483142573,0.477762555,9.2388,1,1,1,1,1,1,1,1,1,1,1,1,1,1
人工智能,2008/12/31,2.929555904,1.158563718,1.260810056,1.668745848,0.2,-0.958563718,0.420946231,-0.0028758,-0.122117862,6.364830349,0.360659758,0.418698922,5.6664,20.3813,18.6985,38.4266,1.7061,1.1273,4.9498,56.9624,99.191,13.691,0.717940068,0.69427212,7.4234,1,1,1,1,1,1,1,1,1,1,1,1,1,1
人工智能,2009/12/31,4.003414446,1.659390718,1.617514615,2.385899831,0.4,-1.259390718,0.611545571,-0.006397967,-0.080907875,7.028466301,0.453001359,0.458764559,6.4452,10.4266,15.6976,31.8772,1.6588,1.2012,5.485,59.5966,98.8264,19.8264,0.703757936,0.695498904,15.9049,1,1,1,1,1,1,1,1,1,1,1,1,1,1
人工智能,2010/12/31,7.9467893,2.298102819,6.528666891,1.418122409,0,-2.298102819,-1.79719988,-2.097037034,4.469158219,6.967353621,0.242761725,0.234258976,3.4843,-0.8695,4.8446,5.7514,4.102,3.2344,4.8965,17.8452,98.7307,0,1.682016384,1.620525001,,1,1,1,1,1,1,1,1,1,1,1,1,1,1
人工智能,2011/12/31,9.101248038,2.627881638,6.583178373,2.518069665,0.5,-2.127881638,0.421073498,-0.414992075,0.393581646,6.38872098,0.109011567,0.123041482,1.7063,-8.3049,2.3179,1.8768,2.5219,2.0367,3.7889,27.6673,100,7.059,1.057462658,1.043609585,6.5721,1,1,1,1,1,1,1,1,1,1,1,1,1,1
人工智能,2012/12/31,10.48650635,3.066033425,5.998084491,4.448584695,1.6,-1.466033425,-0.376752101,-0.546441478,1.066457922,6.974101299,-0.664687611,-0.598333721,-9.5308,9.1627,-5.1695,-9.5344,1.6512,1.1429,3.2907,42.422,100,21.0579,0.689215477,0.689215477,-7.6918,1,1,1,1,1,1,1,1,1,1,1,1,1,1
人工智能,2013/12/31,8.278483606,1.730035618,4.725886095,3.509314318,0.72,-1.010035618,-0.203698123,-0.108285785,-0.921445117,3.492817031,-1.410449584,-1.287614365,-40.3814,-49.9173,-13.4239,-23.6838,1.595,0.8888,1.1782,42.3908,97.1979,13.221,0.508515182,0.492983945,-24.9955,1,1,1,1,1,1,1,1,1,1,1,1,1,1
人工智能,2014/12/31,21.97454798,4.273851563,9.562934911,11.69280686,0.61017599,-3.663675573,1.629583039,-0.545202733,0.126867346,13.60718285,2.544965729,2.681942662,18.7031,20.9619,19.1858,34.8855,1.4541,0.9708,2.413,53.2107,99.4013,5.9979,0.368350056,0.365511174,,1,1,1,1,1,1,1,1,1,1,1,1,1,1
人工智能,2015/12/31,43.42040797,10.7091185,29.72685659,12.45826435,1.134713597,-9.574404899,1.597580855,-12.74369805,17.51843906,15.42358597,2.918882629,3.176098264,18.9248,13.3489,10.7746,14.9121,3.0575,2.7133,2.1302,28.6922,97.4609,3.6768,0.899224698,0.859599555,56.9988,1,1,1,1,1,1,1,1,1,1,1,1,1,1
人工智能,2016/12/31,61.03683067,22.30440719,32.49221162,24.89120842,4.53445151,-17.76995568,2.503829225,6.433746226,2.631884324,23.44834887,4.340729045,4.122165704,18.5119,52.0292,8.9797,10.7965,2.1571,1.69,2.1117,40.7806,96.588,12.2464,0.929420421,0.896075707,7914.9275,1,1,1,1,1,1,1,1,1,1,1,1,1,1
人工智能,2017/12/31,65.43189045,17.18110242,38.37266204,27.05922841,5.098075988,-12.08302643,2.01674274,-6.828883726,-0.458834846,25.04260847,4.948159454,4.453178639,19.759,6.799,7.8736,10.8812,2.0306,1.594,1.6193,41.3548,93.0013,12.8632,0.689748877,0.634944284,143.3172,1,1,1,1,1,1,1,1,1,1,1,1,1,1
信息技术,2003/12/31,21.09568327,4.019091667,8.23968988,11.12377044,5.201388658,1.182296991,0.659423188,-1.015613544,1.468835141,19.25507001,0.803634084,0.709913993,12.0215,15.38775,9.0781,18.24765,1.624625,1.128225,3.475,52.4175,97.76215,23.8285,0.470689255,0.429036713,173.798175,8,7,7,6,6,5,5,4,4,4,4,4,4,4
信息技术,2004/12/31,5.080558912,1.095061949,2.170516567,2.692383494,1.246051734,0.150989786,0.133581702,-0.06602518,0.301898389,4.799917702,0.24220397,0.246636917,9.07016,72.436325,9.55724,17.22522,1.5354,1.03496,3.35178,53.37456,99.14182,32.67298,0.428146975,0.401316799,20.78652,9,8,8,7,7,7,7,5,5,5,5,5,5,5
信息技术,2005/12/31,7.034996829,1.651254566,3.120497112,3.684790502,1.186668197,-0.464586369,0.628138951,-0.447863715,-0.135045346,6.399495786,0.449471231,0.421753111,9.237783333,21.54026667,9.69725,16.506,1.621533333,1.119033333,2.953433333,52.67436667,98.19526667,27.79685,0.586815986,0.456843067,50.6699,9,8,8,7,7,6,6,6,6,6,6,6,6,6
信息技术,2006/12/31,4.991645341,0.844298557,1.859610972,2.888780188,1.27413168,0.429833122,0.13455965,-0.38210189,0.129193231,5.157534683,0.171042959,0.163708778,4.46086,19.6906,6.1438,12.83242,1.27392,0.90334,4.31818,63.91546,98.10334,34.29202,0.271021306,0.257202559,7.44012,11,9,9,7,7,7,7,6,6,6,6,5,5,5
